California 2-1-1 Get Connected. Get Answers. - Search Results,https://www.211ca.org/search/?taxonomyCode=BH-3000.3550&location=sonoma+county+ca#googtrans(es),"['pago', 'alquiler', 'asistencia', 'depósito', 'alquiler', 'mantenimiento', 'hogar', 'servicios', 'reparación', 'menores', 'asistencia', 'mejoramiento', 'hogar', 'eficiente', 'energía', 'programas', 'rehabilitación', 'hogar', 'servicios', 'barreras', 'domésticas', 'albergue', 'personas', 'hogar', 'vivienda', 'refugios', 'violencia', 'doméstica', 'jóvenes', 'refugios', 'asalto', 'sexual', 'centros', 'personas', 'hogar', 'instalaciones', 'lavandería', 'instalaciones', 'baño', 'dirección', 'postal', 'temporal', 'programas', 'comidas', 'calientes', 'vivienda', 'alquiler', 'bajos', 'compra', 'vivienda', 'subsidiada', 'consejeria', 'vivienda', 'información', 'referencia', 'vivienda', 'personas', 'mayores', 'derechos', 'inquilino']"
California 2-1-1 Get Connected. Get Answers. - Search Results,https://www.211ca.org/search/?taxonomyCode=BH-3000.3500&location=sonoma+county+ca#googtrans(es),"['pago', 'alquiler', 'asistencia', 'depósito', 'alquiler', 'mantenimiento', 'hogar', 'servicios', 'reparación', 'menores', 'asistencia', 'mejoramiento', 'hogar', 'eficiente', 'energía', 'programas', 'rehabilitación', 'hogar', 'servicios', 'barreras', 'domésticas', 'albergue', 'personas', 'hogar', 'vivienda', 'refugios', 'violencia', 'doméstica', 'jóvenes', 'refugios', 'asalto', 'sexual', 'centros', 'personas', 'hogar', 'instalaciones', 'lavandería', 'instalaciones', 'baño', 'dirección', 'postal', 'temporal', 'programas', 'comidas', 'calientes', 'vivienda', 'alquiler', 'bajos', 'compra', 'vivienda', 'subsidiada', 'consejeria', 'vivienda', 'información', 'referencia', 'vivienda', 'personas', 'mayores', 'derechos', 'inquilino']"
California 2-1-1 Get Connected. Get Answers. - Search Results,https://www.211ca.org/search/?taxonomyCode=BH-1800.8500&location=sonoma+county+ca#googtrans(es),"['pago', 'alquiler', 'asistencia', 'depósito', 'alquiler', 'mantenimiento', 'hogar', 'servicios', 'reparación', 'menores', 'asistencia', 'mejoramiento', 'hogar', 'eficiente', 'energía', 'programas', 'rehabilitación', 'hogar', 'servicios', 'barreras', 'domésticas', 'albergue', 'personas', 'hogar', 'vivienda', 'refugios', 'violencia', 'doméstica', 'jóvenes', 'refugios', 'asalto', 'sexual', 'centros', 'personas', 'hogar', 'instalaciones', 'lavandería', 'instalaciones', 'baño', 'dirección', 'postal', 'temporal', 'programas', 'comidas', 'calientes', 'vivienda', 'alquiler', 'bajos', 'compra', 'vivienda', 'subsidiada', 'consejeria', 'vivienda', 'información', 'referencia', 'vivienda', 'personas', 'mayores', 'derechos', 'inquilino']"
California 2-1-1 Get Connected. Get Answers. - Search Results,https://www.211ca.org/search/?taxonomyCode=BH-8600&location=sonoma+county+ca#googtrans(es),"['pago', 'alquiler', 'asistencia', 'depósito', 'alquiler', 'mantenimiento', 'hogar', 'servicios', 'reparación', 'menores', 'asistencia', 'mejoramiento', 'hogar', 'eficiente', 'energía', 'programas', 'rehabilitación', 'hogar', 'servicios', 'barreras', 'domésticas', 'albergue', 'personas', 'hogar', 'vivienda', 'refugios', 'violencia', 'doméstica', 'jóvenes', 'refugios', 'asalto', 'sexual', 'centros', 'personas', 'hogar', 'instalaciones', 'lavandería', 'instalaciones', 'baño', 'dirección', 'postal', 'temporal', 'programas', 'comidas', 'calientes', 'vivienda', 'alquiler', 'bajos', 'compra', 'vivienda', 'subsidiada', 'consejeria', 'vivienda', 'información', 'referencia', 'vivienda', 'personas', 'mayores', 'derechos', 'inquilino']"
California 2-1-1 Get Connected. Get Answers. - Search Results,https://www.211ca.org/search/?taxonomyCode=BH-1800.1500-100&location=sonoma+county+ca#googtrans(es),"['pago', 'alquiler', 'asistencia', 'depósito', 'alquiler', 'mantenimiento', 'hogar', 'servicios', 'reparación', 'menores', 'asistencia', 'mejoramiento', 'hogar', 'eficiente', 'energía', 'programas', 'rehabilitación', 'hogar', 'servicios', 'barreras', 'domésticas', 'albergue', 'personas', 'hogar', 'vivienda', 'refugios', 'violencia', 'doméstica', 'jóvenes', 'refugios', 'asalto', 'sexual', 'centros', 'personas', 'hogar', 'instalaciones', 'lavandería', 'instalaciones', 'baño', 'dirección', 'postal', 'temporal', 'programas', 'comidas', 'calientes', 'vivienda', 'alquiler', 'bajos', 'compra', 'vivienda', 'subsidiada', 'consejeria', 'vivienda', 'información', 'referencia', 'vivienda', 'personas', 'mayores', 'derechos', 'inquilino']"
California 2-1-1 Get Connected. Get Answers. - Search Results,https://www.211ca.org/search/?taxonomyCode=BH-1800.1500-700&location=sonoma+county+ca#googtrans(es),"['pago', 'alquiler', 'asistencia', 'depósito', 'alquiler', 'mantenimiento', 'hogar', 'servicios', 'reparación', 'menores', 'asistencia', 'mejoramiento', 'hogar', 'eficiente', 'energía', 'programas', 'rehabilitación', 'hogar', 'servicios', 'barreras', 'domésticas', 'albergue', 'personas', 'hogar', 'vivienda', 'refugios', 'violencia', 'doméstica', 'jóvenes', 'refugios', 'asalto', 'sexual', 'centros', 'personas', 'hogar', 'instalaciones', 'lavandería', 'instalaciones', 'baño', 'dirección', 'postal', 'temporal', 'programas', 'comidas', 'calientes', 'vivienda', 'alquiler', 'bajos', 'compra', 'vivienda', 'subsidiada', 'consejeria', 'vivienda', 'información', 'referencia', 'vivienda', 'personas', 'mayores', 'derechos', 'inquilino']"
California 2-1-1 Get Connected. Get Answers. - Search Results,https://www.211ca.org/search/?taxonomyCode=BH-1800.1500-800&location=sonoma+county+ca#googtrans(es),"['pago', 'alquiler', 'asistencia', 'depósito', 'alquiler', 'mantenimiento', 'hogar', 'servicios', 'reparación', 'menores', 'asistencia', 'mejoramiento', 'hogar', 'eficiente', 'energía', 'programas', 'rehabilitación', 'hogar', 'servicios', 'barreras', 'domésticas', 'albergue', 'personas', 'hogar', 'vivienda', 'refugios', 'violencia', 'doméstica', 'jóvenes', 'refugios', 'asalto', 'sexual', 'centros', 'personas', 'hogar', 'instalaciones', 'lavandería', 'instalaciones', 'baño', 'dirección', 'postal', 'temporal', 'programas', 'comidas', 'calientes', 'vivienda', 'alquiler', 'bajos', 'compra', 'vivienda', 'subsidiada', 'consejeria', 'vivienda', 'información', 'referencia', 'vivienda', 'personas', 'mayores', 'derechos', 'inquilino']"
California 2-1-1 Get Connected. Get Answers. - Search Results,https://www.211ca.org/search/?taxonomyCode=BH-1800.3500&location=sonoma+county+ca#googtrans(es),"['pago', 'alquiler', 'asistencia', 'depósito', 'alquiler', 'mantenimiento', 'hogar', 'servicios', 'reparación', 'menores', 'asistencia', 'mejoramiento', 'hogar', 'eficiente', 'energía', 'programas', 'rehabilitación', 'hogar', 'servicios', 'barreras', 'domésticas', 'albergue', 'personas', 'hogar', 'vivienda', 'refugios', 'violencia', 'doméstica', 'jóvenes', 'refugios', 'asalto', 'sexual', 'centros', 'personas', 'hogar', 'instalaciones', 'lavandería', 'instalaciones', 'baño', 'dirección', 'postal', 'temporal', 'programas', 'comidas', 'calientes', 'vivienda', 'alquiler', 'bajos', 'compra', 'vivienda', 'subsidiada', 'consejeria', 'vivienda', 'información', 'referencia', 'vivienda', 'personas', 'mayores', 'derechos', 'inquilino']"
California 2-1-1 Get Connected. Get Answers. - Search Results,https://www.211ca.org/search/?taxonomyCode=BM-6500.6500-450&location=sonoma+county+ca#googtrans(es),"['pago', 'alquiler', 'asistencia', 'depósito', 'alquiler', 'mantenimiento', 'hogar', 'servicios', 'reparación', 'menores', 'asistencia', 'mejoramiento', 'hogar', 'eficiente', 'energía', 'programas', 'rehabilitación', 'hogar', 'servicios', 'barreras', 'domésticas', 'albergue', 'personas', 'hogar', 'vivienda', 'refugios', 'violencia', 'doméstica', 'jóvenes', 'refugios', 'asalto', 'sexual', 'centros', 'personas', 'hogar', 'instalaciones', 'lavandería', 'instalaciones', 'baño', 'dirección', 'postal', 'temporal', 'programas', 'comidas', 'calientes', 'vivienda', 'alquiler', 'bajos', 'compra', 'vivienda', 'subsidiada', 'consejeria', 'vivienda', 'información', 'referencia', 'vivienda', 'personas', 'mayores', 'derechos', 'inquilino']"
California 2-1-1 Get Connected. Get Answers. - Search Results,https://www.211ca.org/search/?taxonomyCode=BM-6500.6500-710&location=sonoma+county+ca#googtrans(es),"['pago', 'alquiler', 'asistencia', 'depósito', 'alquiler', 'mantenimiento', 'hogar', 'servicios', 'reparación', 'menores', 'asistencia', 'mejoramiento', 'hogar', 'eficiente', 'energía', 'programas', 'rehabilitación', 'hogar', 'servicios', 'barreras', 'domésticas', 'albergue', 'personas', 'hogar', 'vivienda', 'refugios', 'violencia', 'doméstica', 'jóvenes', 'refugios', 'asalto', 'sexual', 'centros', 'personas', 'hogar', 'instalaciones', 'lavandería', 'instalaciones', 'baño', 'dirección', 'postal', 'temporal', 'programas', 'comidas', 'calientes', 'vivienda', 'alquiler', 'bajos', 'compra', 'vivienda', 'subsidiada', 'consejeria', 'vivienda', 'información', 'referencia', 'vivienda', 'personas', 'mayores', 'derechos', 'inquilino']"
California 2-1-1 Get Connected. Get Answers. - Search Results,https://www.211ca.org/search/?taxonomyCode=BM-6500.6500-850&location=sonoma+county+ca#googtrans(es),"['pago', 'alquiler', 'asistencia', 'depósito', 'alquiler', 'mantenimiento', 'hogar', 'servicios', 'reparación', 'menores', 'asistencia', 'mejoramiento', 'hogar', 'eficiente', 'energía', 'programas', 'rehabilitación', 'hogar', 'servicios', 'barreras', 'domésticas', 'albergue', 'personas', 'hogar', 'vivienda', 'refugios', 'violencia', 'doméstica', 'jóvenes', 'refugios', 'asalto', 'sexual', 'centros', 'personas', 'hogar', 'instalaciones', 'lavandería', 'instalaciones', 'baño', 'dirección', 'postal', 'temporal', 'programas', 'comidas', 'calientes', 'vivienda', 'alquiler', 'bajos', 'compra', 'vivienda', 'subsidiada', 'consejeria', 'vivienda', 'información', 'referencia', 'vivienda', 'personas', 'mayores', 'derechos', 'inquilino']"
California 2-1-1 Get Connected. Get Answers. - Search Results,https://www.211ca.org/search/?taxonomyCode=BD-5000.8300&location=sonoma+county+ca#googtrans(es),"['pago', 'alquiler', 'asistencia', 'depósito', 'alquiler', 'mantenimiento', 'hogar', 'servicios', 'reparación', 'menores', 'asistencia', 'mejoramiento', 'hogar', 'eficiente', 'energía', 'programas', 'rehabilitación', 'hogar', 'servicios', 'barreras', 'domésticas', 'albergue', 'personas', 'hogar', 'vivienda', 'refugios', 'violencia', 'doméstica', 'jóvenes', 'refugios', 'asalto', 'sexual', 'centros', 'personas', 'hogar', 'instalaciones', 'lavandería', 'instalaciones', 'baño', 'dirección', 'postal', 'temporal', 'programas', 'comidas', 'calientes', 'vivienda', 'alquiler', 'bajos', 'compra', 'vivienda', 'subsidiada', 'consejeria', 'vivienda', 'información', 'referencia', 'vivienda', 'personas', 'mayores', 'derechos', 'inquilino']"
California 2-1-1 Get Connected. Get Answers. - Search Results,https://www.211ca.org/search/?taxonomyCode=BH-7000.4600&location=sonoma+county+ca#googtrans(es),"['pago', 'alquiler', 'asistencia', 'depósito', 'alquiler', 'mantenimiento', 'hogar', 'servicios', 'reparación', 'menores', 'asistencia', 'mejoramiento', 'hogar', 'eficiente', 'energía', 'programas', 'rehabilitación', 'hogar', 'servicios', 'barreras', 'domésticas', 'albergue', 'personas', 'hogar', 'vivienda', 'refugios', 'violencia', 'doméstica', 'jóvenes', 'refugios', 'asalto', 'sexual', 'centros', 'personas', 'hogar', 'instalaciones', 'lavandería', 'instalaciones', 'baño', 'dirección', 'postal', 'temporal', 'programas', 'comidas', 'calientes', 'vivienda', 'alquiler', 'bajos', 'compra', 'vivienda', 'subsidiada', 'consejeria', 'vivienda', 'información', 'referencia', 'vivienda', 'personas', 'mayores', 'derechos', 'inquilino']"
California 2-1-1 Get Connected. Get Answers. - Search Results,https://www.211ca.org/search/?taxonomyCode=BH-7000.8100&location=sonoma+county+ca#googtrans(es),"['pago', 'alquiler', 'asistencia', 'depósito', 'alquiler', 'mantenimiento', 'hogar', 'servicios', 'reparación', 'menores', 'asistencia', 'mejoramiento', 'hogar', 'eficiente', 'energía', 'programas', 'rehabilitación', 'hogar', 'servicios', 'barreras', 'domésticas', 'albergue', 'personas', 'hogar', 'vivienda', 'refugios', 'violencia', 'doméstica', 'jóvenes', 'refugios', 'asalto', 'sexual', 'centros', 'personas', 'hogar', 'instalaciones', 'lavandería', 'instalaciones', 'baño', 'dirección', 'postal', 'temporal', 'programas', 'comidas', 'calientes', 'vivienda', 'alquiler', 'bajos', 'compra', 'vivienda', 'subsidiada', 'consejeria', 'vivienda', 'información', 'referencia', 'vivienda', 'personas', 'mayores', 'derechos', 'inquilino']"
California 2-1-1 Get Connected. Get Answers. - Search Results,https://www.211ca.org/search/?taxonomyCode=BH-3700&location=sonoma+county+ca#googtrans(es),"['pago', 'alquiler', 'asistencia', 'depósito', 'alquiler', 'mantenimiento', 'hogar', 'servicios', 'reparación', 'menores', 'asistencia', 'mejoramiento', 'hogar', 'eficiente', 'energía', 'programas', 'rehabilitación', 'hogar', 'servicios', 'barreras', 'domésticas', 'albergue', 'personas', 'hogar', 'vivienda', 'refugios', 'violencia', 'doméstica', 'jóvenes', 'refugios', 'asalto', 'sexual', 'centros', 'personas', 'hogar', 'instalaciones', 'lavandería', 'instalaciones', 'baño', 'dirección', 'postal', 'temporal', 'programas', 'comidas', 'calientes', 'vivienda', 'alquiler', 'bajos', 'compra', 'vivienda', 'subsidiada', 'consejeria', 'vivienda', 'información', 'referencia', 'vivienda', 'personas', 'mayores', 'derechos', 'inquilino']"
California 2-1-1 Get Connected. Get Answers. - Search Results,https://www.211ca.org/search/?taxonomyCode=BH-8500.8000&location=sonoma+county+ca#googtrans(es),"['pago', 'alquiler', 'asistencia', 'depósito', 'alquiler', 'mantenimiento', 'hogar', 'servicios', 'reparación', 'menores', 'asistencia', 'mejoramiento', 'hogar', 'eficiente', 'energía', 'programas', 'rehabilitación', 'hogar', 'servicios', 'barreras', 'domésticas', 'albergue', 'personas', 'hogar', 'vivienda', 'refugios', 'violencia', 'doméstica', 'jóvenes', 'refugios', 'asalto', 'sexual', 'centros', 'personas', 'hogar', 'instalaciones', 'lavandería', 'instalaciones', 'baño', 'dirección', 'postal', 'temporal', 'programas', 'comidas', 'calientes', 'vivienda', 'alquiler', 'bajos', 'compra', 'vivienda', 'subsidiada', 'consejeria', 'vivienda', 'información', 'referencia', 'vivienda', 'personas', 'mayores', 'derechos', 'inquilino']"
California 2-1-1 Get Connected. Get Answers. - Search Results,https://www.211ca.org/search/?taxonomyCode=FT-4500.8550&location=sonoma+county+ca#googtrans(es),"['pago', 'alquiler', 'asistencia', 'depósito', 'alquiler', 'mantenimiento', 'hogar', 'servicios', 'reparación', 'menores', 'asistencia', 'mejoramiento', 'hogar', 'eficiente', 'energía', 'programas', 'rehabilitación', 'hogar', 'servicios', 'barreras', 'domésticas', 'albergue', 'personas', 'hogar', 'vivienda', 'refugios', 'violencia', 'doméstica', 'jóvenes', 'refugios', 'asalto', 'sexual', 'centros', 'personas', 'hogar', 'instalaciones', 'lavandería', 'instalaciones', 'baño', 'dirección', 'postal', 'temporal', 'programas', 'comidas', 'calientes', 'vivienda', 'alquiler', 'bajos', 'compra', 'vivienda', 'subsidiada', 'consejeria', 'vivienda', 'información', 'referencia', 'vivienda', 'personas', 'mayores', 'derechos', 'inquilino']"
icfs – Benefit Kitchen,http://benefitkitchen.com/icfs,"['pago', 'alquiler', 'asistencia', 'depósito', 'alquiler', 'mantenimiento', 'hogar', 'servicios', 'reparación', 'menores', 'asistencia', 'mejoramiento', 'hogar', 'eficiente', 'energía', 'programas', 'rehabilitación', 'hogar', 'servicios', 'barreras', 'domésticas', 'albergue', 'personas', 'hogar', 'vivienda', 'refugios', 'violencia', 'doméstica', 'jóvenes', 'refugios', 'asalto', 'sexual', 'centros', 'personas', 'hogar', 'instalaciones', 'lavandería', 'instalaciones', 'baño', 'dirección', 'postal', 'temporal', 'programas', 'comidas', 'calientes', 'vivienda', 'alquiler', 'bajos', 'compra', 'vivienda', 'subsidiada', 'consejeria', 'vivienda', 'información', 'referencia', 'vivienda', 'personas', 'mayores', 'derechos', 'inquilino']"
California 2-1-1 Get Connected. Get Answers. - Search Results,https://www.211ca.org/search/?taxonomyCode=ND-1500&location=sonoma+county+ca#googtrans(es),"['integrales', 'asistencia', 'laboral', 'preparación', 'empleo', 'ayuda', 'encontrar', 'trabajo', 'programas', 'empleo', 'juvenil', 'programas', 'empleo', 'veteranos', 'asesoramiento', 'crédito', 'calworks', 'asistencia', 'temporal', 'familias', 'niños', 'alivio', 'general', 'seguro', 'incapacidad', 'seguro', 'social', 'beneficios', 'jubilacion', 'seguro', 'social', 'seguro', 'discapacidad', 'estatal', 'seguro', 'desempleo', 'estatal', 'cal-fresh', '(cupones', 'alimentos)', 'medi-cal', 'seguro', 'médico', 'estado', 'asistencia', 'beneficios', 'veteranos', 'asistencia', 'pago', 'servicio', 'eléctrico', 'asistencia', 'pago', 'servicio', 'gas', 'asistencia', 'pago', 'servicio', 'agua', 'asistencia', 'pago', 'servicio', 'telefónico', 'servicios', 'utilidad', 'descuento', 'asistencia', 'pago', 'alquiler', 'asistencia', 'depósito', 'alquiler', 'asistencia', 'mejoramiento', 'hogar', 'eficiente', 'energía', 'mantenimiento', 'hogar', 'servicios', 'reparación', 'menores', 'asistencia', 'manutención', 'ropa', 'ropa', 'bebé', 'muebles', 'bebé', 'electrodomésticos']"
California 2-1-1 Get Connected. Get Answers. - Search Results,https://www.211ca.org/search/?taxonomyCode=ND-2000&location=sonoma+county+ca#googtrans(es),"['integrales', 'asistencia', 'laboral', 'preparación', 'empleo', 'ayuda', 'encontrar', 'trabajo', 'programas', 'empleo', 'juvenil', 'programas', 'empleo', 'veteranos', 'asesoramiento', 'crédito', 'calworks', 'asistencia', 'temporal', 'familias', 'niños', 'alivio', 'general', 'seguro', 'incapacidad', 'seguro', 'social', 'beneficios', 'jubilacion', 'seguro', 'social', 'seguro', 'discapacidad', 'estatal', 'seguro', 'desempleo', 'estatal', 'cal-fresh', '(cupones', 'alimentos)', 'medi-cal', 'seguro', 'médico', 'estado', 'asistencia', 'beneficios', 'veteranos', 'asistencia', 'pago', 'servicio', 'eléctrico', 'asistencia', 'pago', 'servicio', 'gas', 'asistencia', 'pago', 'servicio', 'agua', 'asistencia', 'pago', 'servicio', 'telefónico', 'servicios', 'utilidad', 'descuento', 'asistencia', 'pago', 'alquiler', 'asistencia', 'depósito', 'alquiler', 'asistencia', 'mejoramiento', 'hogar', 'eficiente', 'energía', 'mantenimiento', 'hogar', 'servicios', 'reparación', 'menores', 'asistencia', 'manutención', 'ropa', 'ropa', 'bebé', 'muebles', 'bebé', 'electrodomésticos']"
California 2-1-1 Get Connected. Get Answers. - Search Results,https://www.211ca.org/search/?taxonomyCode=ND-3500&location=sonoma+county+ca#googtrans(es),"['integrales', 'asistencia', 'laboral', 'preparación', 'empleo', 'ayuda', 'encontrar', 'trabajo', 'programas', 'empleo', 'juvenil', 'programas', 'empleo', 'veteranos', 'asesoramiento', 'crédito', 'calworks', 'asistencia', 'temporal', 'familias', 'niños', 'alivio', 'general', 'seguro', 'incapacidad', 'seguro', 'social', 'beneficios', 'jubilacion', 'seguro', 'social', 'seguro', 'discapacidad', 'estatal', 'seguro', 'desempleo', 'estatal', 'cal-fresh', '(cupones', 'alimentos)', 'medi-cal', 'seguro', 'médico', 'estado', 'asistencia', 'beneficios', 'veteranos', 'asistencia', 'pago', 'servicio', 'eléctrico', 'asistencia', 'pago', 'servicio', 'gas', 'asistencia', 'pago', 'servicio', 'agua', 'asistencia', 'pago', 'servicio', 'telefónico', 'servicios', 'utilidad', 'descuento', 'asistencia', 'pago', 'alquiler', 'asistencia', 'depósito', 'alquiler', 'asistencia', 'mejoramiento', 'hogar', 'eficiente', 'energía', 'mantenimiento', 'hogar', 'servicios', 'reparación', 'menores', 'asistencia', 'manutención', 'ropa', 'ropa', 'bebé', 'muebles', 'bebé', 'electrodomésticos']"
California 2-1-1 Get Connected. Get Answers. - Search Results,https://www.211ca.org/search/?taxonomyCode=ND-6500.9800&location=sonoma+county+ca#googtrans(es),"['integrales', 'asistencia', 'laboral', 'preparación', 'empleo', 'ayuda', 'encontrar', 'trabajo', 'programas', 'empleo', 'juvenil', 'programas', 'empleo', 'veteranos', 'asesoramiento', 'crédito', 'calworks', 'asistencia', 'temporal', 'familias', 'niños', 'alivio', 'general', 'seguro', 'incapacidad', 'seguro', 'social', 'beneficios', 'jubilacion', 'seguro', 'social', 'seguro', 'discapacidad', 'estatal', 'seguro', 'desempleo', 'estatal', 'cal-fresh', '(cupones', 'alimentos)', 'medi-cal', 'seguro', 'médico', 'estado', 'asistencia', 'beneficios', 'veteranos', 'asistencia', 'pago', 'servicio', 'eléctrico', 'asistencia', 'pago', 'servicio', 'gas', 'asistencia', 'pago', 'servicio', 'agua', 'asistencia', 'pago', 'servicio', 'telefónico', 'servicios', 'utilidad', 'descuento', 'asistencia', 'pago', 'alquiler', 'asistencia', 'depósito', 'alquiler', 'asistencia', 'mejoramiento', 'hogar', 'eficiente', 'energía', 'mantenimiento', 'hogar', 'servicios', 'reparación', 'menores', 'asistencia', 'manutención', 'ropa', 'ropa', 'bebé', 'muebles', 'bebé', 'electrodomésticos']"
